가격,건축년도,주소,등록일,아파트,전용면적,층
104000,2020, 신월동 1077,2024-07-03,목동센트럴아이파크위브3단지,84.98,8
79000,2009, 신월동 1053,2024-07-04,수명산SKVIEW,84.94,9
109000,2020, 신월동 1078,2024-07-04,목동센트럴아이파크위브4단지,84.97,11
61000,2010, 신월동 1058,2024-07-06,코아루2단지,84.95,9
103000,2020, 신월동 1078,2024-07-06,목동센트럴아이파크위브4단지,84.98,3
81500,2014, 신월동 1063,2024-07-06,롯데캐슬,59.747,6
59800,2005, 신월동 1041,2024-07-13,삼정그린뷰,84.14,1
74500,1996, 염창동 291,2024-07-02,현대3,59.92,13
109500,1998, 염창동 292,2024-07-03,동아,114.84,12
59500,2003, 등촌동 634-13,2024-07-02,심미에셈빌,82.65,11
30000,2021, 등촌동 725,2024-07-10,마곡루나플라체,22.05,10
24500,2011, 등촌동 646-29,2024-07-11,계명위너스,29.97,4
45500,2021, 화곡동 900-47,2024-07-01,센트럴파크아파트,48.65,11
66500,1998, 화곡동 1139,2024-07-02,초록,59.34,4
59000,1998, 화곡동 1139,2024-07-02,초록,49.77,6
98500,2008, 화곡동 1159,2024-07-03,"우장산아이파크,이편한세상",59.98,2
20300,2015, 화곡동 343-71,2024-07-04,벨라팰리스,24.71,6
53900,2004, 화곡동 1019-19,2024-07-04,광영다모은정아파트,112.59,2
120000,2008, 화곡동 1159,2024-07-06,"우장산아이파크,이편한세상",84.97,20
20300,2018, 화곡동 343-49,2024-07-07,혜성오피아파트,23.91,6
50000,1992, 가양동 1475,2024-07-02,강변,34.44,7
49500,1992, 가양동 1461,2024-07-02,가양2단지(성지),34.44,7
48000,1993, 가양동 1490,2024-07-04,가양도시개발9-2단지,34.44,3
120000,2013, 가양동 1500,2024-07-05,강서한강자이,84.9903,5
63250,1998, 마곡동 859,2024-07-01,마곡청구아파트,59.91,14
97500,2005, 마곡동 716,2024-07-04,한솔솔파크,79.24,6
138000,2017, 마곡동 748,2024-07-06,마곡13단지힐스테이트마스터,84.9881,13
45000,2003, 내발산동 688-40,2024-07-01,이너스102동,84.95,4
52400,2007, 내발산동 663-2,2024-07-01,천우네오젠5차,70.54,3
108000,2005, 내발산동 657,2024-07-04,우장산힐스테이트,59.98,4
135000,2005, 내발산동 657,2024-07-05,우장산힐스테이트,84.98,17
67000,1993, 방화동 817,2024-07-02,동성,84.95,1
140000,2000, 신도림동 645,2024-07-01,동아3,164.82,15
111000,2000, 신도림동 644,2024-07-03,동아2,84.908,21
93000,1999, 신도림동 643,2024-07-06,동아1,59.978,24
135000,2011, 신도림동 692,2024-07-07,디큐브시티,84.96,17
104000,2000, 구로동 1267,2024-07-02,신도림태영타운,84.87,6
16000,1996, 구로동 800-29,2024-07-02,(800-29),29.58,5
49300,1996, 구로동 108-2,2024-07-03,새솔금호,59.9,20
39700,1988, 구로동 642-9,2024-07-03,한신,44.78,11
75700,1994, 구로동 560,2024-07-03,신도림현대,80.01,14
64000,1992, 구로동 1257,2024-07-04,럭키,71.4,5
72700,1999, 구로동 1263,2024-07-04,신도림롯데아파트,59.96,10
47000,2006, 구로동 1278,2024-07-06,구로두산위브,36.88,9
69500,2004, 구로동 256-1,2024-07-06,삼성래미안,56.036,3
70500,1998, 구로동 1260,2024-07-06,이화우성,84.98,13
84000,1994, 구로동 560,2024-07-06,신도림현대,80.01,9
104000,2000, 구로동 1267,2024-07-06,신도림태영타운,84.87,16
53700,1998, 구로동 1265,2024-07-06,구로두산,51.84,13
47000,2006, 구로동 1278,2024-07-09,구로두산위브,36.88,9
86000,1994, 구로동 560,2024-07-09,신도림현대,80.01,15
50000,1998, 구로동 1259,2024-07-10,구일우성,59.44,21
57700,2000, 고척동 327,2024-07-01,동아한신,59.9,9
54500,1999, 고척동 296,2024-07-03,대우,59.96,11
53800,1989, 고척동 141-1,2024-07-04,서울가든,64.39,6
63500,1994, 고척동 320,2024-07-04,센츄리,84.56,9
52800,1989, 고척동 141-1,2024-07-06,서울가든,64.39,8
83500,2003, 고척동 334,2024-07-06,벽산,84.878,4
80500,2009, 고척동 339,2024-07-11,고척파크푸르지오,59.89,11
69800,2001, 개봉동 481,2024-07-01,현대,59.94,20
33000,2002, 개봉동 304-16,2024-07-01,건양,74.96,4
48500,2001, 개봉동 170-30,2024-07-06,신개봉삼환,59.81,16
57000,1998, 오류동 338,2024-07-05,동부골든,105.21,6
59500,2009, 오류동 351,2024-07-08,서해그랑블,84.71,1
65000,2019, 항동 237,2024-07-05,하버라인2단지,59.86,15
66000,2019, 항동 237,2024-07-06,하버라인2단지,59.86,13
45700,1998, 가산동 234-46,2024-07-03,삼익,59.94,2
86500,2018, 독산동 1155,2024-07-04,금천롯데캐슬골드파크3차,59.9672,39
35700,1990, 독산동 1088,2024-07-05,독산주공14단지,38.64,7
102300,2016, 독산동 1147,2024-07-06,금천롯데캐슬골드파크1차,71.39,10
71500,2019, 독산동 1007-13,2024-07-06,e편한세상독산더타워,59.8637,16
58000,1996, 독산동 1002,2024-07-06,진도1차,84.84,3
90000,2018, 독산동 1155,2024-07-09,금천롯데캐슬골드파크3차,59.968,45
86000,2018, 독산동 1155,2024-07-09,금천롯데캐슬골드파크3차,59.9672,14
48000,1998, 시흥동 1006,2024-07-01,벽산3,84.96,17
43000,2003, 시흥동 999-1,2024-07-01,산호시티빌,55.98,4
56000,1981, 시흥동 1002-1,2024-07-02,럭키남서울아파트,49.75,5
45500,2002, 시흥동 1011,2024-07-05,우방,59.91,8
90500,2014, 시흥동 1026,2024-07-06,남서울힐스테이트,84.786,10
89000,2014, 시흥동 1026,2024-07-07,남서울힐스테이트,84.677,14
55500,2004, 시흥동 1013,2024-07-08,관악산벽산타운5,84.97,19
71000,2004, 시흥동 1013,2024-07-09,관악산벽산타운5,114.84,12
45000,2021, 영등포동 651,2024-07-09,라르파크,30.2372,12
10000,2014, 영등포동3가 19-2,2024-07-03,포레스트힐시티,13.53,11
148500,2017, 영등포동7가 203,2024-07-06,아크로타워스퀘어,71.98,35
47000,2018, 영등포동7가 94-99,2024-07-09,여의휴젠느,35.42,11
250000,1978, 여의도동 38-1,2024-07-04,"광장(1,2동)",138.81,14
250000,1976, 여의도동 32,2024-07-09,수정,150.65,5
247000,1976, 여의도동 32,2024-07-12,수정,150.65,10
86000,1997, 당산동1가 16-1,2024-07-07,진로,59.4,20
110000,1994, 당산동2가 164,2024-07-05,당산2가현대홈타운,82.77,15
73500,2014, 당산동3가 564,2024-07-11,당산계룡리슈빌1단지,47.25,11
81500,1999, 당산동4가 29,2024-07-01,한강아파트,59.4,11
87800,1997, 당산동4가 94-1,2024-07-03,당산삼성2차,59.76,20
93500,1986, 당산동4가 92,2024-07-03,현대2,84.94,7
89500,1997, 당산동4가 94-1,2024-07-05,당산삼성2차,59.76,5
112000,2000, 당산동4가 30-1,2024-07-05,당산현대5차,59.75,11
129000,2000, 당산동4가 30-1,2024-07-06,당산현대5차,84.69,21
107700,2000, 당산동4가 30-1,2024-07-07,당산현대5차,59.55,6
162500,2003, 당산동5가 42,2024-07-06,당산삼성래미안4차,97.27,4
103000,2020, 당산동5가 43,2024-07-09,당산센트럴아이파크,46.98,6
73000,1999, 문래동3가 13,2024-07-03,문래해태,84.8,6
148000,2003, 문래동3가 94,2024-07-04,문래힐스테이트,119.47,3
65500,1997, 문래동6가 55-1,2024-07-08,현대6차,50.55,8
72850,1982, 양평동1가 20,2024-07-04,신동아,50.81,9
83000,1996, 양평동5가 76,2024-07-02,양평한신,59.94,6
81000,1996, 양평동5가 76,2024-07-03,양평한신,59.94,7
85600,1996, 양평동5가 76,2024-07-06,양평한신,59.94,12
132500,2015, 신길동 4945,2024-07-01,래미안영등포프레비뉴,84.98,9
122000,2020, 신길동 4969,2024-07-01,힐스테이트클래시안,59.91,20
153000,2020, 신길동 4969,2024-07-01,힐스테이트클래시안,84.86,12
94500,2005, 신길동 4780,2024-07-03,보라매경남아너스빌,84.79,12
81000,1974, 신길동 3002,2024-07-04,남서울,48.26,5
124500,2020, 신길동 4969,2024-07-04,힐스테이트클래시안,59.91,8
138000,2020, 신길동 4958,2024-07-06,보라매에스케이뷰,84.98,6
144000,2020, 신길동 4958,2024-07-06,보라매에스케이뷰,84.98,10
123000,2020, 신길동 4969,2024-07-08,힐스테이트클래시안,59.91,14
70800,1984, 신길동 4759,2024-07-09,삼성,60.48,10
58500,1997, 대림동 608-1,2024-07-02,현대3차,84.89,10
14500,2018, 대림동 1101-7,2024-07-02,G밸리소홈,16.1,12
83000,1997, 대림동 608-1,2024-07-04,현대3차,59.83,26
80000,2016, 대림동 1125,2024-07-04,보라매 신동아 파밀리에,59.95,9
80000,1997, 대림동 608-1,2024-07-08,현대3차,59.83,27
58500,1997, 대림동 608-1,2024-07-10,현대3차,84.89,10
91000,2001, 노량진동 325,2024-07-03,신동아리버파크,59.67,17
15300,2015, 노량진동 57-1,2024-07-03,메가스터디타워,16.01,15
90000,2001, 노량진동 325,2024-07-07,신동아리버파크,59.67,15
82000,1992, 상도동 407,2024-07-01,현대(관악),84.78,13
129000,2004, 상도동 431,2024-07-01,래미안상도3차,84.96,9
100000,2003, 상도동 421,2024-07-01,삼성래미안2,84.796,5
110000,2007, 상도동 521,2024-07-02,포스코더샵,59.99,9
96000,2010, 상도동 530,2024-07-03,롯데캐슬비엔,84.95,8
107500,2004, 상도동 450,2024-07-04,상도동래미안1차,84.959,10
125000,2004, 상도동 431,2024-07-05,래미안상도3차,84.96,7
107500,2007, 상도동 527,2024-07-06,이수브라운스톤상도(527-0),84.99,1
149000,2018, 상도동 903,2024-07-06,e편한세상상도노빌리티,84.9546,2
89500,2003, 상도동 421,2024-07-06,삼성래미안2,59.886,8
125000,2021, 상도동 904,2024-07-07,상도역롯데캐슬파크엘,59.9818,19
14000,2016, 상도동 363-164,2024-07-08,상도휴엔하임,14.7,3
120000,2004, 상도동 431,2024-07-11,래미안상도3차,84.96,7
84000,1993, 본동 481,2024-07-01,신동아,59.89,10
98000,2003, 흑석동 328,2024-07-03,흑석동양아파트,84.985,5
68000,1997, 흑석동 327,2024-07-04,청호,59.85,2
204500,1988, 흑석동 10,2024-07-05,명수대현대,124.95,12
84500,2003, 흑석동 328,2024-07-05,흑석동양아파트,59.511,7
88000,2003, 흑석동 328,2024-07-08,흑석동양아파트,59.511,10
103000,2003, 흑석동 328,2024-07-08,흑석동양아파트,84.985,14
104500,2003, 사당동 1133,2024-07-01,삼성래미안,84.967,15
132500,2018, 사당동 1159,2024-07-03,래미안로이파크,59.98,13
72500,1999, 사당동 1139,2024-07-04,사당자이,59.89,2
130000,2003, 사당동 1132,2024-07-04,롯데캐슬,117.68,18
106000,2003, 사당동 1133,2024-07-05,삼성래미안,84.967,5
113000,2003, 사당동 1133,2024-07-06,삼성래미안,84.967,14
109700,2003, 사당동 1133,2024-07-06,삼성래미안,84.967,15
124500,2013, 사당동 1157,2024-07-06,이수역리가,84.847,1
109700,2003, 사당동 1133,2024-07-06,삼성래미안,84.967,15
79500,1999, 사당동 1139,2024-07-09,사당자이,60.0,2
94500,2005, 대방동 509,2024-07-05,보라매코오롱하늘채,84.7,6
109000,1994, 대방동 500,2024-07-06,성원,84.32,13
113000,2021, 신대방동 724,2024-07-01,보라매자이더포레스트,59.9365,4
110000,2021, 신대방동 724,2024-07-06,보라매자이더포레스트,59.9365,37
110000,2021, 신대방동 724,2024-07-06,보라매자이더포레스트,59.9365,37
74000,2005, 봉천동 1718,2024-07-01,벽산블루밍,59.99,14
76300,2003, 봉천동 1712,2024-07-02,관악드림(동아),60.0,24
78000,2004, 봉천동 1717,2024-07-02,관악푸르지오,59.58,15
83000,2000, 봉천동 1703,2024-07-03,봉천동아,84.87,16
93000,2003, 봉천동 1712,2024-07-04,관악드림(동아),102.0,17
84800,2004, 봉천동 1719,2024-07-04,관악동부센트레빌,59.75,11
59200,2003, 봉천동 1716,2024-07-04,벽산타운II,57.36,8
80700,2003, 봉천동 1712,2024-07-05,관악드림(동아),60.0,15
88000,2005, 봉천동 1718,2024-07-06,벽산블루밍,84.99,4
68700,2005, 봉천동 1718,2024-07-08,벽산블루밍,59.99,11
45000,2016, 봉천동 30-8,2024-07-08,관악태우미소가,52.58,8
84700,2003, 봉천동 1712,2024-07-09,관악드림(동아),84.96,2
66000,2000, 봉천동 1703,2024-07-11,봉천동아,59.76,9
63650,2000, 봉천동 1703,2024-07-11,봉천동아,59.76,5
50000,2003, 신림동 1727,2024-07-01,그대家,59.6,8
68500,2008, 신림동 1735,2024-07-02,관악산휴먼시아2단지,84.97,11
50000,1996, 신림동 1703-1,2024-07-03,LIG대학마을(건영아파트3차),58.9,5
70000,1993, 신림동 1694,2024-07-04,신림현대,82.2,7
62700,2000, 신림동 1714,2024-07-05,삼성산주공(주공3단지),83.21,19
47500,1997, 신림동 1705,2024-07-06,금호(1차),66.39,3
55000,2008, 신림동 1735-1,2024-07-06,관악산휴먼시아1단지,59.99,12
56500,2003, 신림동 1718,2024-07-07,보라매갑을,55.91,13
97500,2005, 신림동 1730,2024-07-08,신림푸르지오,84.79,14
43000,1978, 신림동 10-10,2024-07-09,신안,55.21,4
95000,2004, 남현동 1135,2024-07-05,우림루미아트,114.6,3
26500,2005, 방배동 866-20,2024-07-01,방배대우디오빌,29.6,5
193000,2013, 방배동 424-28,2024-07-01,롯데캐슬아르떼,59.9742,11
171500,2019, 방배동 3279,2024-07-05,방배 서리풀 그랑블,84.9969,6
188000,2010, 방배동 906-13,2024-07-06,서리풀e편한세상,59.94,4
372000,2020, 잠원동 162,2024-07-03,반포센트럴자이,84.98,12
332500,2022, 잠원동 164,2024-07-04,반포르엘2차,84.1269,19
207000,1989, 잠원동 49-8,2024-07-09,한강,76.68,4
370000,2009, 반포동 18-1,2024-07-01,래미안퍼스티지,84.93,9
325000,2018, 반포동 1341,2024-07-02,반포래미안아이파크,84.93,17
127000,2001, 반포동 54-5,2024-07-05,반포두산힐스빌,58.7,4
278000,2009, 반포동 20-43,2024-07-06,반포자이,59.98,5
278000,2009, 반포동 20-43,2024-07-06,반포자이,59.98,5
296000,2018, 반포동 1342,2024-07-11,반포써밋,84.9716,15
305000,2020, 서초동 1755,2024-07-02,래미안 리더스원,84.94,3
250000,2016, 서초동 1332-13,2024-07-04,래미안서초에스티지,83.6,2
56000,1999, 서초동 1533,2024-07-05,서초한신리빙타워,42.55,12
204500,2010, 서초동 1686-9,2024-07-06,서초교대e편한세상,59.9,8
100000,2020, 서초동 1486-17,2024-07-12,비버리캐슬,49.09,8
302000,2006, 역삼동 754,2024-07-04,개나리래미안,114.65,7
208000,2005, 역삼동 755-4,2024-07-05,e-편한세상,59.606,13
272000,1983, 개포동 187,2024-07-02,개포주공5단지,83.17,13
208000,2020, 개포동 1282,2024-07-02,개포래미안포레스트,59.92,13
250000,2020, 개포동 1282,2024-07-06,개포래미안포레스트,74.66,12
250000,2019, 개포동 1280,2024-07-09,래미안블레스티지,84.943,8
33900,2004, 삼성동 142-3,2024-07-03,LG선릉에클라트(B),36.35,14
312000,2007, 삼성동 11,2024-07-10,롯데캐슬프레미어,121.931,6
545000,2005, 대치동 670,2024-07-05,동부센트레빌,161.47,16
202000,1997, 논현동 22,2024-07-06,신동아(22),114.34,8
548000,1978, 압구정동 456,2024-07-03,"현대6차(78~81,83,84,86,87동)",144.2,6
408000,1980, 압구정동 481,2024-07-09,현대8차(성수현대:91~95동),107.64,5
133500,2012, 세곡동 533,2024-07-04,세곡푸르지오,74.74,12
135000,2012, 세곡동 533,2024-07-06,세곡푸르지오,74.74,7
94000,1993, 수서동 746,2024-07-02,까치마을,39.6,8
98000,1993, 수서동 746,2024-07-04,까치마을,39.6,13
68000,1993, 수서동 746,2024-07-06,까치마을,39.6,7
164500,2014, 수서동 795,2024-07-06,강남데시앙포레,84.96,7
93000,1992, 수서동 736,2024-07-06,신동아,33.18,14
250000,2004, 도곡동 968,2024-07-10,하이페리온,179.39,5
210000,1981, 잠실동 101-1,2024-07-01,우성아파트,96.04,5
206000,2008, 잠실동 19,2024-07-01,잠실엘스,59.96,23
230000,2007, 잠실동 35,2024-07-01,트리지움,84.83,13
200000,2007, 잠실동 35,2024-07-01,트리지움,59.88,12
226000,2006, 잠실동 44,2024-07-01,레이크팰리스,84.82,26
225500,2006, 잠실동 44,2024-07-01,레이크팰리스,84.82,19
329000,2008, 잠실동 22,2024-07-02,리센츠,124.22,11
251000,1981, 잠실동 101-1,2024-07-03,우성아파트,131.08,4
400000,1986, 잠실동 86,2024-07-04,아시아선수촌아파트,151.008,10
200000,2007, 잠실동 35,2024-07-04,트리지움,59.88,23
255500,2008, 잠실동 22,2024-07-05,리센츠,84.99,26
213000,2008, 잠실동 19,2024-07-05,잠실엘스,59.96,22
220000,2008, 잠실동 22,2024-07-05,리센츠,59.99,15
210000,2008, 잠실동 22,2024-07-06,리센츠,59.99,25
300000,2008, 잠실동 19,2024-07-06,잠실엘스,119.93,4
230000,2007, 잠실동 35,2024-07-09,트리지움,84.83,15
295000,1979, 신천동 7,2024-07-01,장미1,155.22,13
92500,2008, 신천동 17,2024-07-02,파크리오,35.24,3
222000,1979, 신천동 11,2024-07-05,장미2,99.0,13
237000,2008, 신천동 17,2024-07-06,파크리오,84.79,29
150000,2012, 송파동 243,2024-07-02,래미안송파파인탑,64.66,27
151000,1984, 송파동 166,2024-07-04,가락삼익맨숀,84.828,10
145000,2012, 송파동 243,2024-07-04,래미안송파파인탑,71.73,1
120000,1988, 가락동 70-19,2024-07-01,대림,84.11,7
65000,2006, 가락동 15-11,2024-07-02,동성아파트(103동),81.36,3
266000,2018, 가락동 913,2024-07-02,헬리오시티,110.66,13
115000,1986, 가락동 138,2024-07-03,가락미륭아파트,83.58,11
225000,2018, 가락동 913,2024-07-04,헬리오시티,84.98,14
223000,2018, 가락동 913,2024-07-06,헬리오시티,84.98,23
114500,1997, 가락동 95-1,2024-07-07,가락금호아파트,59.91,22
177500,1988, 문정동 150,2024-07-02,올림픽훼밀리타운,84.751,1
212000,1988, 문정동 150,2024-07-03,올림픽훼밀리타운,117.585,12
178000,1988, 문정동 150,2024-07-03,올림픽훼밀리타운,84.705,1
162000,1988, 문정동 150,2024-07-05,올림픽훼밀리타운,136.325,11
117500,2008, 장지동 849,2024-07-01,송파파인타운3단지,84.98,14
143500,2008, 장지동 845,2024-07-02,송파파인타운5단지,84.93,10
147500,2013, 장지동 901,2024-07-06,위례24단지(꿈에그린),84.93,15
122000,2018, 오금동 617,2024-07-01,송파레미니스2단지,84.82,5
91500,2019, 오금동 135,2024-07-04,송파두산위브,59.9823,22
110200,2018, 오금동 619,2024-07-09,송파호반베르디움더퍼스트,101.4632,8
116500,2003, 거여동 593,2024-07-10,금호어울림,120.36,11
62900,2004, 명일동 352-8,2024-07-01,태천해오름102동A,82.75,5
151000,2019, 명일동 359,2024-07-02,래미안솔베뉴,78.84,10
95000,1992, 명일동 47,2024-07-03,삼환,84.92,15
130000,1986, 명일동 56,2024-07-03,현대(고덕),84.91,10
110000,2019, 명일동 359,2024-07-04,래미안솔베뉴,49.66,5
82700,1983, 명일동 15,2024-07-06,삼익그린2차,42.93,6
120500,2019, 명일동 359,2024-07-08,래미안솔베뉴,59.11,9
131000,2016, 고덕동 688,2024-07-01,래미안힐스테이트고덕,59.35,15
165000,2016, 고덕동 688,2024-07-02,래미안힐스테이트고덕,84.9,11
90500,1995, 고덕동 312,2024-07-03,배재현대,59.94,9
140000,2020, 상일동 519,2024-07-05,고덕아르테온,59.98,18
160000,2020, 상일동 519,2024-07-06,고덕아르테온,84.97,3
144500,2020, 상일동 519,2024-07-06,고덕아르테온,59.98,10
174000,2020, 상일동 519,2024-07-06,고덕아르테온,84.97,9
165000,2020, 상일동 519,2024-07-06,고덕아르테온,84.94,4
170000,2020, 상일동 519,2024-07-08,고덕아르테온,84.94,12
65000,1999, 길동 344-5,2024-07-02,대상,114.94,1
40500,2004, 길동 152-9,2024-07-09,엠프라자아파트(152-9),45.02,7
